selected,abbrevref_id,isolabel_ext,abbrev,insert_date,default_abbrev
t,5,CO-ANT-Briceno,CO-5107,2023-11-30,t
t,5,CO-ANT-Briceno,CO-A-BRC,2023-11-30,f
t,5,CO-ANT-Briceno,CO-A-Briceno,2023-11-30,f
t,1,CO-ANT-Briceno,CO-ANT-BRC,2022-09-14,f
t,5,CO-ANT-Briceno,co;ant;briceno,2023-11-30,f
t,5,CO-ANT-Briceno,co;antioquia;briceno,2023-11-30,f
t,5,CO-ANT-Buritica,CO-5113,2023-11-30,t
t,5,CO-ANT-Buritica,CO-A-BUT,2023-11-30,f
t,5,CO-ANT-Buritica,CO-A-Buritica,2023-11-30,f
t,1,CO-ANT-Buritica,CO-ANT-BUT,2022-09-14,f
t,5,CO-ANT-Buritica,CO-Buritica,2023-11-30,f
t,5,CO-ANT-Buritica,co;ant;buritica,2023-11-30,f
t,5,CO-ANT-Buritica,co;antioquia;buritica,2023-11-30,f
t,5,CO-ANT-Caceres,CO-5120,2023-11-30,t
t,5,CO-ANT-Caceres,CO-A-Caceres,2023-11-30,f
t,1,CO-ANT-Caceres,CO-ANT-CAR,2022-09-14,f
t,5,CO-ANT-Caceres,CO-Caceres,2023-11-30,f
t,5,CO-ANT-Caceres,co;ant;caceres,2023-11-30,f
t,5,CO-ANT-Caceres,co;antioquia;caceres,2023-11-30,f
t,5,CO-ANT-Caicedo,CO-5125,2023-11-30,t
t,5,CO-ANT-Caicedo,CO-A-CAI,2023-11-30,f
t,5,CO-ANT-Caicedo,CO-A-Caicedo,2023-11-30,f
t,1,CO-ANT-Caicedo,CO-ANT-CAI,2022-09-14,f
t,5,CO-ANT-Caicedo,CO-Caicedo,2023-11-30,f
t,5,CO-ANT-Caicedo,co;ant;caicedo,2023-11-30,f
t,5,CO-ANT-Caicedo,co;antioquia;caicedo,2023-11-30,f
t,5,CO-ANT-Caldas,CO-5129,2023-11-30,t
t,5,CO-ANT-Caldas,CO-A-CAS,2023-11-30,f
t,5,CO-ANT-Caldas,CO-A-Caldas,2023-11-30,f
t,1,CO-ANT-Caldas,CO-ANT-CAS,2022-09-14,f
t,5,CO-ANT-Caldas,co;ant;caldas,2023-11-30,f
t,5,CO-ANT-Caldas,co;antioquia;caldas,2023-11-30,f
t,5,CO-ANT-Campamento,CO-5134,2023-11-30,t
t,5,CO-ANT-Campamento,CO-A-CAM,2023-11-30,f
t,5,CO-ANT-Campamento,CO-A-Campamento,2023-11-30,f
t,1,CO-ANT-Campamento,CO-ANT-CAM,2022-09-14,f
t,5,CO-ANT-Campamento,CO-Campamento,2023-11-30,f
t,5,CO-ANT-Campamento,co;ant;campamento,2023-11-30,f
t,5,CO-ANT-Campamento,co;antioquia;campamento,2023-11-30,f
t,5,CO-ANT-Canasgordas,CO-5138,2023-11-30,t
t,5,CO-ANT-Canasgordas,CO-A-CAG,2023-11-30,f
t,5,CO-ANT-Canasgordas,CO-A-Canasgordas,2023-11-30,f
t,1,CO-ANT-Canasgordas,CO-ANT-CAG,2022-09-14,f
t,5,CO-ANT-Canasgordas,CO-Canasgordas,2023-11-30,f
t,5,CO-ANT-Canasgordas,co;ant;canasgordas,2023-11-30,f
t,5,CO-ANT-Canasgordas,co;antioquia;canasgordas,2023-11-30,f
t,5,CO-ANT-Caracoli,CO-5142,2023-11-30,t
t,5,CO-ANT-Caracoli,CO-A-Caracoli,2023-11-30,f
t,1,CO-ANT-Caracoli,CO-ANT-CAR,2022-09-14,f
t,5,CO-ANT-Caracoli,CO-Caracoli,2023-11-30,f
t,5,CO-ANT-Caracoli,co;ant;caracoli,2023-11-30,f
t,5,CO-ANT-Caracoli,co;antioquia;caracoli,2023-11-30,f
t,5,CO-ANT-Caramanta,CO-5145,2023-11-30,t
t,5,CO-ANT-Caramanta,CO-A-Caramanta,2023-11-30,f
t,1,CO-ANT-Caramanta,CO-ANT-CAN,2022-09-14,f
t,5,CO-ANT-Caramanta,CO-Caramanta,2023-11-30,f
t,5,CO-ANT-Caramanta,co;ant;caramanta,2023-11-30,f
t,5,CO-ANT-Caramanta,co;antioquia;caramanta,2023-11-30,f
t,5,CO-ANT-Carepa,CO-5147,2023-11-30,t
t,5,CO-ANT-Carepa,CO-A-CAP,2023-11-30,f
t,5,CO-ANT-Carepa,CO-A-Carepa,2023-11-30,f
t,1,CO-ANT-Carepa,CO-ANT-CAP,2022-09-14,f
t,5,CO-ANT-Carepa,CO-Carepa,2023-11-30,f
t,5,CO-ANT-Carepa,co;ant;carepa,2023-11-30,f
t,5,CO-ANT-Carepa,co;antioquia;carepa,2023-11-30,f
t,5,CO-ANT-CarolinaPrincipe,CO-5150,2023-11-30,t
t,5,CO-ANT-CarolinaPrincipe,CO-A-CAL,2023-11-30,f
t,5,CO-ANT-CarolinaPrincipe,CO-A-CarolinaPrincipe,2023-11-30,f
t,1,CO-ANT-CarolinaPrincipe,CO-ANT-CAL,2022-09-14,f
t,5,CO-ANT-CarolinaPrincipe,CO-CarolinaPrincipe,2023-11-30,f
t,5,CO-ANT-CarolinaPrincipe,co;ant;carolina.principe,2023-11-30,f
t,5,CO-ANT-CarolinaPrincipe,co;antioquia;carolina.principe,2023-11-30,f
t,5,CO-ANT-Caucasia,CO-5154,2023-11-30,t
t,5,CO-ANT-Caucasia,CO-A-CAU,2023-11-30,f
t,5,CO-ANT-Caucasia,CO-A-Caucasia,2023-11-30,f
t,1,CO-ANT-Caucasia,CO-ANT-CAU,2022-09-14,f
t,5,CO-ANT-Caucasia,CO-Caucasia,2023-11-30,f
t,5,CO-ANT-Caucasia,co;ant;caucasia,2023-11-30,f
t,5,CO-ANT-Caucasia,co;antioquia;caucasia,2023-11-30,f
t,5,CO-ANT-Chigorodo,CO-5172,2023-11-30,t
t,5,CO-ANT-Chigorodo,CO-A-CHR,2023-11-30,f
t,5,CO-ANT-Chigorodo,CO-A-Chigorodo,2023-11-30,f
t,1,CO-ANT-Chigorodo,CO-ANT-CHR,2022-09-14,f
t,5,CO-ANT-Chigorodo,CO-Chigorodo,2023-11-30,f
t,5,CO-ANT-Chigorodo,co;ant;chigorodo,2023-11-30,f
t,5,CO-ANT-Chigorodo,co;antioquia;chigorodo,2023-11-30,f
t,5,CO-ANT-Cisneros,CO-5190,2023-11-30,t
t,5,CO-ANT-Cisneros,CO-A-CIS,2023-11-30,f
t,5,CO-ANT-Cisneros,CO-A-Cisneros,2023-11-30,f
t,1,CO-ANT-Cisneros,CO-ANT-CIS,2022-09-14,f
t,5,CO-ANT-Cisneros,CO-Cisneros,2023-11-30,f
t,5,CO-ANT-Cisneros,co;ant;cisneros,2023-11-30,f
t,5,CO-ANT-Cisneros,co;antioquia;cisneros,2023-11-30,f
t,5,CO-ANT-CiudadBolivar,CO-5101,2023-11-30,t
t,5,CO-ANT-CiudadBolivar,CO-A-CIB,2023-11-30,f
t,5,CO-ANT-CiudadBolivar,CO-A-CiudadBolivar,2023-11-30,f
t,1,CO-ANT-CiudadBolivar,CO-ANT-CIB,2022-09-14,f
t,5,CO-ANT-CiudadBolivar,CO-CiudadBolivar,2023-11-30,f
t,5,CO-ANT-CiudadBolivar,co;ant;ciudad.bolivar,2023-11-30,f
t,5,CO-ANT-CiudadBolivar,co;antioquia;ciudad.bolivar,2023-11-30,f
t,5,CO-ANT-Cocorna,CO-5197,2023-11-30,t
